Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-02-08 00:00:00-05:00,431.5393806421093,432.98747809636427,430.8503198317533,432.218505859375,29889900,0.0,0.0,0.0
2024-02-09 00:00:00-05:00,433.36696090983565,437.27180119803535,432.5680295445471,436.47283935546875,36943900,0.0,0.0,0.0
2024-02-12 00:00:00-05:00,436.3629994096277,438.5601063809142,434.0760149455083,434.7651062011719,33203300,0.0,0.0,0.0
2024-02-13 00:00:00-05:00,426.71575788352186,430.7004791709056,424.7683207481944,427.98406982421875,64491700,0.0,0.0,0.0
2024-02-14 00:00:00-05:00,430.69051548497174,433.07734355623234,428.3136534838037,432.6479187011719,45092700,0.0,0.0,0.0
2024-02-15 00:00:00-05:00,433.3470010425559,434.4055988230557,430.7603944429413,433.93621826171875,38796100,0.0,0.0,0.0
2024-02-16 00:00:00-05:00,434.315737027509,434.41558059445384,429.282383875949,430.0014343261719,53661500,0.0,0.0,0.0
2024-02-20 00:00:00-05:00,427.98406299622434,429.51204132452864,422.9407440012878,426.7557067871094,53999500,0.0,0.0,0.0
2024-02-21 00:00:00-05:00,423.98934534381397,425.13785108511087,421.0732184374672,425.0479431152344,50179700,0.0,0.0,0.0
2024-02-22 00:00:00-05:00,433.91622659753943,438.5401173499926,433.13725784182515,437.49151611328125,53887800,0.0,0.0,0.0
2024-02-23 00:00:00-05:00,439.0694217478134,440.0081828853535,435.2145336327356,436.2032165527344,39853900,0.0,0.0,0.0
2024-02-26 00:00:00-05:00,437.0221424727874,438.02082194348515,435.7837592045726,435.9735107421875,33043200,0.0,0.0,0.0
2024-02-27 00:00:00-05:00,437.0920401188801,437.4115943741738,434.45551179108367,437.0221252441406,33713200,0.0,0.0,0.0
2024-02-28 00:00:00-05:00,434.8549827979316,436.093366032504,433.7264701503362,434.6951904296875,32938800,0.0,0.0,0.0
2024-02-29 00:00:00-05:00,437.65131586453197,439.50884505284097,434.44553281666373,438.4202880859375,42495200,0.0,0.0,0.0
2024-03-01 00:00:00-05:00,439.319094151994,445.9902657182222,439.25917582178613,445.02154541015625,43809200,0.0,0.0,0.0
2024-03-04 00:00:00-05:00,445.02155151199514,445.45100685407857,443.1839849134405,443.43365478515625,34325700,0.0,0.0,0.0
2024-03-05 00:00:00-05:00,440.35770863462596,440.3677051816169,433.07732708386106,435.4741516113281,57917100,0.0,0.0,0.0
2024-03-06 00:00:00-05:00,439.7385496524956,441.4063272929421,436.31308639968427,438.2105712890625,46234500,0.0,0.0,0.0
2024-03-07 00:00:00-05:00,441.8357882879085,446.13009785454625,440.277820262352,444.8617858886719,44526700,0.0,0.0,0.0
2024-03-08 00:00:00-05:00,445.22128866491676,448.0475686105978,437.761151862191,438.44024658203125,71954300,0.0,0.0,0.0
2024-03-11 00:00:00-04:00,436.93224510193346,438.08072034553675,434.8649713770812,436.8124084472656,45860000,0.0,0.0,0.0
2024-03-12 00:00:00-04:00,439.1493242843585,443.43363716916025,435.8836229865916,443.0741271972656,55300900,0.0,0.0,0.0
2024-03-13 00:00:00-04:00,442.0654647881752,442.08545788319134,438.5401274503496,439.66864013671875,37928700,0.0,0.0,0.0
2024-03-14 00:00:00-04:00,440.91698856268425,441.4462874657635,435.813751070475,438.56011962890625,52195200,0.0,0.0,0.0
2024-03-15 00:00:00-04:00,435.494170177359,438.2904605434127,432.1685504262632,433.3470153808594,73038800,0.0,0.0,0.0
2024-03-18 00:00:00-04:00,438.7300109863281,441.0400085449219,437.239990234375,437.4800109863281,47323800,0.573,0.0,0.0
2024-03-19 00:00:00-04:00,435.45001220703125,438.9800109863281,433.3299865722656,438.57000732421875,43004100,0.0,0.0,0.0
2024-03-20 00:00:00-04:00,439.7799987792969,444.1099853515625,438.05999755859375,443.7699890136719,43653500,0.0,0.0,0.0
2024-03-21 00:00:00-04:00,448.8800048828125,449.3399963378906,445.6700134277344,445.8699951171875,39345700,0.0,0.0,0.0
2024-03-22 00:00:00-04:00,445.3500061035156,447.489990234375,444.489990234375,446.3800048828125,28229300,0.0,0.0,0.0
2024-03-25 00:00:00-04:00,443.54998779296875,446.260009765625,442.5400085449219,444.760009765625,27789200,0.0,0.0,0.0
2024-03-26 00:00:00-04:00,446.29998779296875,447.2300109863281,443.0899963378906,443.32000732421875,34142000,0.0,0.0,0.0
2024-03-27 00:00:00-04:00,446.44000244140625,446.5400085449219,441.92999267578125,444.8299865722656,41359200,0.0,0.0,0.0
2024-03-28 00:00:00-04:00,444.7799987792969,445.6400146484375,443.6499938964844,444.010009765625,36839600,0.0,0.0,0.0
2024-04-01 00:00:00-04:00,444.9700012207031,447.5299987792969,443.0199890136719,444.95001220703125,38729000,0.0,0.0,0.0
2024-04-02 00:00:00-04:00,440.0799865722656,441.42999267578125,438.0299987792969,441.1099853515625,44259700,0.0,0.0,0.0
2024-04-03 00:00:00-04:00,438.9599914550781,444.0,438.95001220703125,442.1000061035156,39949800,0.0,0.0,0.0
2024-04-04 00:00:00-04:00,446.3299865722656,446.95001220703125,435.1099853515625,435.3399963378906,57267700,0.0,0.0,0.0
2024-04-05 00:00:00-04:00,436.7799987792969,443.1700134277344,435.9599914550781,440.4700012207031,54723000,0.0,0.0,0.0
2024-04-08 00:00:00-04:00,441.4100036621094,442.5,439.20001220703125,440.6000061035156,28144900,0.0,0.0,0.0
2024-04-09 00:00:00-04:00,442.9599914550781,443.239990234375,437.44000244140625,442.2300109863281,39521600,0.0,0.0,0.0
2024-04-10 00:00:00-04:00,437.0,439.239990234375,436.2799987792969,438.3699951171875,61502200,0.0,0.0,0.0
2024-04-11 00:00:00-04:00,440.260009765625,446.3299865722656,437.9599914550781,445.3699951171875,45474600,0.0,0.0,0.0
2024-04-12 00:00:00-04:00,441.1000061035156,442.239990234375,436.8800048828125,438.2699890136719,53602600,0.0,0.0,0.0
2024-04-15 00:00:00-04:00,442.05999755859375,442.1499938964844,430.2099914550781,431.05999755859375,63453600,0.0,0.0,0.0
2024-04-16 00:00:00-04:00,430.8999938964844,433.760009765625,429.70001220703125,431.1000061035156,47619000,0.0,0.0,0.0
2024-04-17 00:00:00-04:00,433.1000061035156,433.1199951171875,424.8999938964844,425.8399963378906,56880500,0.0,0.0,0.0
2024-04-18 00:00:00-04:00,426.489990234375,428.239990234375,422.8299865722656,423.4100036621094,46549400,0.0,0.0,0.0
2024-04-19 00:00:00-04:00,422.2200012207031,422.75,413.07000732421875,414.6499938964844,75136600,0.0,0.0,0.0
2024-04-22 00:00:00-04:00,417.30999755859375,421.17999267578125,413.94000244140625,418.82000732421875,47807700,0.0,0.0,0.0
2024-04-23 00:00:00-04:00,420.7699890136719,426.2799987792969,418.8699951171875,425.07000732421875,44384700,0.0,0.0,0.0
2024-04-24 00:00:00-04:00,428.20001220703125,429.7300109863281,424.20001220703125,426.510009765625,48440300,0.0,0.0,0.0
2024-04-25 00:00:00-04:00,419.239990234375,425.32000732421875,418.1400146484375,424.45001220703125,57392200,0.0,0.0,0.0
2024-04-26 00:00:00-04:00,427.6199951171875,432.54998779296875,426.9200134277344,431.0,41874900,0.0,0.0,0.0
2024-04-29 00:00:00-04:00,433.1300048828125,433.760009765625,429.9800109863281,432.75,30022200,0.0,0.0,0.0
2024-04-30 00:00:00-04:00,431.1499938964844,432.55999755859375,424.510009765625,424.5899963378906,43665900,0.0,0.0,0.0
2024-05-01 00:00:00-04:00,423.1499938964844,430.1400146484375,420.6600036621094,421.5199890136719,52251700,0.0,0.0,0.0
2024-05-02 00:00:00-04:00,425.29998779296875,427.80999755859375,420.6300048828125,426.8999938964844,36559000,0.0,0.0,0.0
2024-05-03 00:00:00-04:00,434.44000244140625,436.4800109863281,432.6199951171875,435.4800109863281,48515300,0.0,0.0,0.0
2024-05-06 00:00:00-04:00,437.29998779296875,440.3399963378906,436.5199890136719,440.25,30227200,0.0,0.0,0.0
2024-05-07 00:00:00-04:00,440.70001220703125,441.9700012207031,439.5799865722656,440.32000732421875,30996100,0.0,0.0,0.0
2024-05-08 00:00:00-04:00,437.6700134277344,441.4800109863281,437.54998779296875,440.05999755859375,24896700,0.0,0.0,0.0
2024-05-09 00:00:00-04:00,440.3299865722656,441.6000061035156,438.4599914550781,441.0199890136719,24580100,0.0,0.0,0.0
2024-05-10 00:00:00-04:00,442.5400085449219,444.30999755859375,440.5,442.05999755859375,27116600,0.0,0.0,0.0
2024-05-13 00:00:00-04:00,443.989990234375,444.0899963378906,441.6499938964844,443.0799865722656,22994200,0.0,0.0,0.0
2024-05-14 00:00:00-04:00,442.6499938964844,446.4700012207031,442.4599914550781,445.92999267578125,34478300,0.0,0.0,0.0
2024-05-15 00:00:00-04:00,448.42999267578125,453.1499938964844,446.8999938964844,452.8999938964844,41464700,0.0,0.0,0.0
2024-05-16 00:00:00-04:00,452.7099914550781,454.69000244140625,451.80999755859375,451.9800109863281,34780400,0.0,0.0,0.0
2024-05-17 00:00:00-04:00,452.1099853515625,452.7200012207031,449.5400085449219,451.760009765625,35803700,0.0,0.0,0.0
2024-05-20 00:00:00-04:00,451.9800109863281,455.5799865722656,451.7900085449219,454.9100036621094,24426400,0.0,0.0,0.0
